"","Date","DAILY_AQI_VALUE","Site.Name","AQS_PARAMETER_DESC","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"116",2020-04-29,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"117",2020-04-30,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"118",2020-05-01,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"119",2020-05-02,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"120",2020-05-03,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"121",2020-05-04,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"122",2020-05-05,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"123",2020-05-06,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"124",2020-05-07,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"125",2020-05-08,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"126",2020-05-09,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"127",2020-05-10,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"128",2020-05-11,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"129",2020-05-12,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"130",2020-05-13,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"131",2020-05-14,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"132",2020-05-15,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"133",2020-05-16,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"134",2020-05-17,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"135",2020-05-18,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"136",2020-05-19,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"137",2020-05-20,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"138",2020-05-21,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"139",2020-05-22,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"140",2020-05-23,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"141",2020-05-24,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"142",2020-05-25,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"143",2020-05-26,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"144",2020-05-27,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"145",2020-05-28,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"146",2020-05-29,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"147",2020-05-30,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"148",2020-05-31,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"149",2020-06-01,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"150",2020-06-02,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"151",2020-06-03,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"152",2020-06-04,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"153",2020-06-05,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"154",2020-06-06,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"155",2020-06-07,22,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"156",2020-06-08,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"157",2020-06-09,23,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"158",2020-06-10,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"159",2020-06-11,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"160",2020-06-12,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"161",2020-06-13,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"162",2020-06-14,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"163",2020-06-15,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"164",2020-06-16,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"165",2020-06-17,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"166",2020-06-18,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"167",2020-06-19,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"168",2020-06-20,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"169",2020-06-21,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"170",2020-06-22,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"171",2020-06-23,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"172",2020-06-24,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"173",2020-06-25,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"174",2020-06-26,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"175",2020-06-27,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"176",2020-06-28,77,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"177",2020-06-29,61,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"178",2020-06-30,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"179",2020-07-01,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"180",2020-07-02,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"181",2020-07-03,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"182",2020-07-04,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"183",2020-07-05,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"184",2020-07-06,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"185",2020-07-07,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"186",2020-07-08,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"187",2020-07-09,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"188",2020-07-10,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"189",2020-07-11,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"190",2020-07-12,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"191",2020-07-13,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"192",2020-07-14,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"193",2020-07-15,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"194",2020-07-16,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"195",2020-07-17,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"196",2020-07-18,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"197",2020-07-19,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"198",2020-07-20,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"199",2020-07-21,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"200",2020-07-22,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"201",2020-07-23,27,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"202",2020-07-24,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"203",2020-07-25,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"204",2020-07-26,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"205",2020-07-27,51,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"206",2020-07-28,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"207",2020-07-29,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"208",2020-07-30,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"209",2020-07-31,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"210",2020-08-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"211",2020-08-02,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"212",2020-08-03,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"213",2020-08-04,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"214",2020-08-05,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"215",2020-08-06,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"216",2020-08-07,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"217",2020-08-08,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"218",2020-08-09,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"219",2020-08-10,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"220",2020-08-11,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"221",2020-08-12,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"222",2020-08-13,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"223",2020-08-14,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"224",2020-08-15,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"225",2020-08-16,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"226",2020-08-17,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"227",2020-08-18,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"228",2020-08-19,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"229",2020-08-20,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"230",2020-08-21,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"231",2020-08-22,33,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"232",2020-08-23,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"233",2020-08-24,29,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"234",2020-08-25,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"235",2020-08-26,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"236",2020-08-27,24,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"237",2020-08-28,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"238",2020-08-29,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"239",2020-08-30,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"240",2020-08-31,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"241",2020-09-01,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"242",2020-09-02,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"243",2020-09-03,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"244",2020-09-04,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"245",2020-09-05,30,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"246",2020-09-06,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"247",2020-09-07,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"248",2020-09-08,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"249",2020-09-09,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"250",2020-09-10,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"251",2020-09-11,67,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"252",2020-09-12,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"253",2020-09-13,49,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"254",2020-09-14,32,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"255",2020-09-15,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"256",2020-09-16,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"257",2020-09-17,58,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"258",2020-09-18,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"259",2020-09-19,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"260",2020-09-20,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"261",2020-09-21,54,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"262",2020-09-22,50,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"263",2020-09-23,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"264",2020-09-24,44,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"265",2020-09-25,64,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"266",2020-09-26,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"267",2020-09-27,71,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"268",2020-09-28,37,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"269",2020-09-29,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"270",2020-09-30,43,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"271",2020-10-01,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"272",2020-10-02,47,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"273",2020-10-03,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"274",2020-10-04,45,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"275",2020-10-05,38,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"276",2020-10-06,31,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"277",2020-10-07,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"278",2020-10-08,28,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"279",2020-10-09,39,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"280",2020-10-10,40,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"281",2020-10-11,46,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"282",2020-10-12,41,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"283",2020-10-13,16,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"284",2020-10-14,42,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"285",2020-10-15,48,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"286",2020-10-16,35,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"287",2020-10-17,34,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
"288",2020-10-18,36,"Taylorsville Liledoun","Ozone","Alexander",35.9138000008966,-81.191
